Pick,CDF-fitted dark time (s),number of binding sites,x,y,convex_hull
510,174.238265275589,1.0,275.2361755371094,183.99269104003906,0.08895907551050186
512,248.1362597826139,1.0,255.5767059326172,173.55711364746094,0.12423435598611832
513,274.2959400139531,1.0,272.8831481933594,179.5603485107422,0.07982625812292099
514,185.03182182193135,1.0,260.93536376953125,183.5917205810547,0.06163191422820091
515,158.29984262662467,2.0,275.5970764160156,173.19970703125,0.0963355153799057
516,184.44190095609449,1.0,265.5381164550781,188.57801818847656,0.05696115642786026
518,151.39964964409347,2.0,269.3470764160156,183.0908203125,0.08087698370218277
520,654.0518065641661,0.0,265.0335388183594,183.9119415283203,0.04998211935162544
521,157.36869513074836,2.0,270.9865417480469,167.96139526367188,0.06905756890773773
523,156.16789527076799,2.0,268.72906494140625,173.6211395263672,0.0531751811504364
524,197.33714393674836,1.0,255.64108276367188,178.3275604248047,0.10850942879915237
525,208.44593351463547,1.0,261.116455078125,180.62794494628906,0.06536556780338287
529,170.8393168815114,1.0,276.24310302734375,171.810791015625,0.13372457027435303
531,358.4354841283698,1.0,256.15765380859375,181.90286254882812,0.036317382007837296
537,162.1685599197529,2.0,262.1953125,168.57363891601562,0.08159639686346054
538,424.0501354700128,1.0,270.6832275390625,175.11512756347656,0.037547092884778976
541,390.78596613967187,1.0,261.1981506347656,167.8531036376953,0.035301562398672104
542,413.20270496985137,1.0,272.6716003417969,167.04998779296875,0.03438131883740425
543,223.5751406168159,1.0,276.6471862792969,173.84751892089844,0.0712231993675232
544,299.29360823120965,1.0,276.2281188964844,169.56443786621094,0.05749130621552467
547,309.3970637739024,1.0,261.5712585449219,172.38490295410156,0.05252547934651375
548,291.21732820100067,1.0,255.57931518554688,182.02635192871094,0.0642370879650116
551,277.64281532806876,1.0,267.15826416015625,165.0584259033203,0.04105856269598007
552,261.88855063058844,1.0,278.3045959472656,180.7291717529297,0.0532616563141346
553,205.16457486946777,1.0,261.5479736328125,179.37008666992188,0.08277933299541473
558,205.80394758674385,1.0,260.26153564453125,171.99855041503906,0.024405719712376595
559,201.73624491318165,1.0,266.7789611816406,181.38534545898438,0.0813966616988182
562,144.990895360272,2.0,265.48779296875,188.10955810546875,0.11846905946731567
564,219.82635909812603,1.0,257.859375,181.53599548339844,0.041966162621974945
565,487.075045184514,1.0,270.9163513183594,170.7262725830078,0.056754086166620255
566,284.0601356103403,1.0,270.8221130371094,188.75204467773438,0.03452081233263016
568,46.29595022542729,5.0,250.325927734375,178.6541748046875,0.10587611794471741
575,390.8866040586253,1.0,257.2198486328125,165.50933837890625,0.01791645772755146
578,313.3163930542972,1.0,271.849365234375,173.2837677001953,0.041724685579538345
579,176.0289361642917,1.0,261.26593017578125,184.0133514404297,0.03862978518009186
581,95.00940518676188,3.0,264.4308166503906,165.36318969726562,0.050212740898132324
582,285.7713737266172,1.0,254.32174682617188,182.50306701660156,0.0816413164138794
584,140.65373320219476,2.0,263.4873352050781,172.30325317382812,0.1214064359664917
585,254.78029315103274,1.0,264.2336730957031,171.9296112060547,0.03131796419620514
586,152.50157767398562,2.0,274.0597229003906,172.99888610839844,0.033967990428209305
588,513.9952099194543,0.0,263.58258056640625,169.24134826660156,0.025439901277422905
591,234.9864383666651,1.0,272.84552001953125,180.21763610839844,0.022221112623810768
596,248.0711283525965,1.0,253.3425750732422,172.84422302246094,0.08010606467723846
